ID	msisensorpro	reference_result
S1534	1.39	
S1535	1.39	
S1536	1.39	
S1537	1.39	
S1538	1.39	
S1539	1.39	
S1540	1.39	
S1541	1.39	
S1542	1.39	
S1543	1.39	
S1544	1.39	
S1545	1.39	
S1546	1.38	
S1547	1.38	
S1548	1.38	
S1549	1.38	
S1550	1.38	
S1551	1.38	
S1552	1.38	
S1553	1.38	
S1554	1.38	
S1555	1.38	
S1556	1.37	
S1557	1.37	
S1558	1.36	
S1559	1.36	
S1560	1.35	
S1561	1.35	
S1562	1.35	
S1563	1.35	
S1564	1.35	
S1565	1.35	
S1566	1.35	
S1567	1.35	
S1568	1.34	
S1569	1.34	
S1570	1.34	
S1571	1.34	
S1572	1.34	
S1573	1.33	
S1574	1.33	
S1575	1.33	
S1576	1.33	
S1577	1.33	
S1578	1.33	
S1579	1.33	
S1580	1.33	
S1581	1.33	
S1582	1.33	
S1583	1.33	
S1584	1.33	
S1585	1.33	
S1586	1.33	
S1587	1.33	
S1588	1.32	
S1589	1.32	
S1590	1.32	
S1591	1.32	
S1592	1.32	
S1593	1.32	
S1594	1.31	
S1595	1.31	
S1596	1.31	
S1597	1.31	
S1598	1.31	
S1599	1.3	
S1600	1.3	
S1601	1.3	
S1602	1.3	
S1603	1.29	
S1604	1.29	
S1605	1.29	
S1606	1.29	
S1607	1.28	
S1608	1.28	
S1609	1.28	
S1610	1.28	
S1611	1.28	
S1612	1.28	
S1613	1.28	
S1614	1.28	
S1615	1.28	
S1616	1.28	
S1617	1.27	
S1618	1.27	
S1619	1.27	
S1620	1.27	
S1621	1.27	
S1622	1.27	
S1623	1.27	
S1624	1.26	
S1625	1.26	
S1626	1.26	
S1627	1.26	
S1628	1.26	
S1629	1.26	
S1630	1.26	
S1631	1.26	
S1632	1.25	
S1633	1.25	
S1634	1.25	
S1635	1.25	
S1636	1.24	
S1637	1.24	
S1638	1.24	
S1639	1.24	
S1640	1.24	
S1641	1.24	
S1642	1.24	
S1643	1.24	
S1644	1.23	
S1645	1.23	
S1646	1.23	
S1647	1.23	
S1648	1.22	
S1649	1.22	
S1650	1.22	
S1651	1.22	
S1652	1.22	
S1653	1.22	
S1654	1.22	
S1655	1.22	
S1656	1.21	
S1657	1.21	
S1658	1.21	
S1659	1.21	
S1660	1.21	
S1661	1.21	
S1662	1.21	
S1663	1.21	
S1664	1.21	
S1665	1.21	
S1666	1.21	
S1667	1.21	
S1668	1.21	
S1669	1.21	
S1670	1.21	
S1671	1.21	
S1672	1.21	
S1673	1.21	
S1674	1.21	
S1675	1.2	
S1676	1.2	
S1677	1.2	
S1678	1.2	
S1679	1.2	
S1680	1.19	
S1681	1.19	
S1682	1.18	
S1683	1.18	
S1684	1.18	
S1685	1.18	
S1686	1.17	
S1687	1.17	
S1688	1.17	
S1689	1.17	
S1690	1.17	
S1691	1.17	
S1692	1.17	
S1693	1.17	
S1694	1.17	
S1695	1.16	
S1696	1.16	
S1697	1.16	
S1698	1.16	
S1699	1.16	
S1700	1.16	
S1701	1.16	
S1702	1.16	
S1703	1.16	
S1704	1.16	
S1705	1.16	
S1706	1.15	
S1707	1.15	
S1708	1.15	
S1709	1.15	
S1710	1.15	
S1711	1.15	
S1712	1.15	
S1713	1.15	
S1714	1.15	
S1715	1.15	
S1716	1.15	
S1717	1.14	
S1718	1.14	
S1719	1.14	
S1720	1.14	
S1721	1.14	
S1722	1.14	
S1723	1.12	
S1724	1.12	
S1725	1.12	
S1726	1.12	
S1727	1.12	
S1728	1.11	
S1729	1.11	
S1730	1.11	
S1731	1.11	
S1732	1.11	
S1733	1.11	
S1734	1.11	
S1735	1.11	
S1736	1.11	
S1737	1.11	
S1738	1.1	
S1739	1.1	
S1740	1.1	
S1741	1.1	
S1742	1.1	
S1743	1.1	
S1744	1.1	
S1745	1.1	
S1746	1.1	
S1747	1.1	
S1748	1.1	
S1749	1.1	
S1750	1.1	
S1751	1.1	
S1752	1.1	
S1753	1.1	
S1754	1.1	
S1755	1.1	
S1756	1.1	
S1757	1.09	
S1758	1.09	
S1759	1.09	
S1760	1.09	
S1761	1.09	
S1762	1.09	
S1763	1.09	
S1764	1.09	
S1765	1.09	
S1766	1.09	
S1767	1.09	
S1768	1.09	
S1769	1.09	
S1770	1.09	
S1771	1.09	
S1772	1.08	
S1773	1.08	
S1774	1.08	
S1775	1.08	
S1776	1.08	
S1777	1.08	
S1778	1.08	
S1779	1.07	
S1780	1.06	
S1781	1.06	
S1782	1.06	
S1783	1.06	
S1784	1.05	
S1785	1.05	
S1786	1.05	
S1787	1.05	
S1788	1.04	
S1789	1.04	
S1790	1.04	
S1791	1.04	
S1792	1.04	
S1793	1.04	
S1794	1.04	
S1795	1.04	
S1796	1.04	
S1797	1.04	
S1798	1.04	
S1799	1.04	
S1800	1.03	
S1801	1.03	
S1802	1.03	
S1803	1.03	
S1804	1.03	
S1805	1.03	
S1806	1.03	
S1807	1.03	
S1808	1.03	
S1809	1.03	
S1810	1.03	
S1811	1.02	
S1812	1.02	
S1813	1.01	
S1814	1.01	
S1815	1	
S1816	1	
S1817	1	
S1818	1	
S1819	1	
S1820	0.99	
S1821	0.99	
S1822	0.99	
S1823	0.99	
S1824	0.99	
S1825	0.99	
S1826	0.99	
S1827	0.99	
S1828	0.99	
S1829	0.99	
S1830	0.99	
S1831	0.99	
S1832	0.98	
S1833	0.98	
S1834	0.98	
S1835	0.98	
S1836	0.98	
S1837	0.98	
S1838	0.98	
S1839	0.98	
S1840	0.98	
S1841	0.98	
S1842	0.98	
S1843	0.98	
S1844	0.98	
S1845	0.98	
S1846	0.97	
S1847	0.97	
S1848	0.97	
S1849	0.97	
S1850	0.97	
S1851	0.97	
S1852	0.97	
S1853	0.97	
S1854	0.97	
S1855	0.97	
S1856	0.97	
S1857	0.97	
S1858	0.95	
S1859	0.95	
S1860	0.95	
S1861	0.95	
S1862	0.94	
S1863	0.94	
S1864	0.94	
S1865	0.93	
S1866	0.93	
S1867	0.93	
S1868	0.93	
S1869	0.93	
S1870	0.93	
S1871	0.93	
S1872	0.92	
S1873	0.92	
S1874	0.92	
S1875	0.92	
S1876	0.92	
S1877	0.92	
S1878	0.92	
S1879	0.92	
S1880	0.92	
S1881	0.92	
S1882	0.92	
S1883	0.92	
S1884	0.92	
S1885	0.92	
S1886	0.92	
S1887	0.92	
S1888	0.91	
S1889	0.91	
S1890	0.91	
S1891	0.91	
S1892	0.91	
S1893	0.91	
S1894	0.91	
S1895	0.89	
S1896	0.89	
S1897	0.89	
S1898	0.89	
S1899	0.88	
S1900	0.88	
S1901	0.87	
S1902	0.87	
S1903	0.87	
S1904	0.87	
S1905	0.87	
S1906	0.87	
S1907	0.87	
S1908	0.87	
S1909	0.87	
S1910	0.87	
S1911	0.87	
S1912	0.86	
S1913	0.86	
S1914	0.86	
S1915	0.86	
S1916	0.86	
S1917	0.86	
S1918	0.86	
S1919	0.86	
S1920	0.85	
S1921	0.85	
S1922	0.85	
S1923	0.85	
S1924	0.85	
S1925	0.84	
S1926	0.84	
S1927	0.83	
S1928	0.83	
S1929	0.82	
S1930	0.82	
S1931	0.81	
S1932	0.81	
S1933	0.81	
S1934	0.81	
S1935	0.81	
S1936	0.8	
S1937	0.8	
S1938	0.8	
S1939	0.8	
S1940	0.8	
S1941	0.8	
S1942	0.8	
S1943	0.8	
S1944	0.8	
S1945	0.8	
S1946	0.79	
S1947	0.79	
S1948	0.79	
S1949	0.79	
S1950	0.76	
S1951	0.75	
S1952	0.75	
S1953	0.75	
S1954	0.75	
S1955	0.75	
S1956	0.75	
S1957	0.75	
S1958	0.75	
S1959	0.75	
S1960	0.75	
S1961	0.74	
S1962	0.74	
S1963	0.74	
S1964	0.74	
S1965	0.74	
S1966	0.74	
S1967	0.74	
S1968	0.74	
S1969	0.74	
S1970	0.74	
S1971	0.74	
S1972	0.74	
S1973	0.74	
S1974	0.74	
S1975	0.74	
S1976	0.74	
S1977	0.74	
S1978	0.74	
S1979	0.72	
S1980	0.7	
S1981	0.7	
S1982	0.7	
S1983	0.69	
S1984	0.69	
S1985	0.69	
S1986	0.69	
S1987	0.69	
S1988	0.69	
S1989	0.69	
S1990	0.68	
S1991	0.68	
S1992	0.68	
S1993	0.68	
S1994	0.68	
S1995	0.68	
S1996	0.68	
S1997	0.67	
S1998	0.66	
S1999	0.64	
S2000	0.63	
S2001	0.63	
S2002	0.63	
S2003	0.63	
S2004	0.63	
S2005	0.63	
S2006	0.63	
S2007	0.63	
S2008	0.63	
S2009	0.63	
S2010	0.63	
S2011	0.63	
S2012	0.62	
S2013	0.62	
S2014	0.62	
S2015	0.62	
S2016	0.62	
S2017	0.61	
S2018	0.58	
S2019	0.57	
S2020	0.57	
S2021	0.57	
S2022	0.57	
S2023	0.57	
S2024	0.57	
S2025	0.57	
S2026	0.57	
S2027	0.53	
S2028	0.52	
S2029	0.52	
S2030	0.52	
S2031	0.52	
S2032	0.51	
S2033	0.51	
S2034	0.51	
S2035	0.51	
S2036	0.51	
S2037	0.46	
S2038	0.46	
S2039	0.46	
S2040	0.45	
S2041	0.41	
S2042	0.4	
S2043	0.4	
S2044	0.4	
S2045	0.34	
S2046	0.29	
